locationid,objectid,title,TypesofArt,constituentid,displaydate,forwarddisplayname,preferreddisplayname,displaydate_x,nationality,visualbrowsernationality,displayorder,roletype,role,prefix,suffix,displaydate_y,beginyear,endyear,country,medium,creditline,dimensions,site,room,publicaccess,description,unitposition,iiifurl,iiifthumburl
6652,41591,Portrait of a Young Woman as a Wise Virgin,Painting,1866,c. 1510,Sebastiano del Piombo,Sebastiano del Piombo,"Venetian, 1485 - 1547",Italian,Italian,1,artist,artist,,,,,,,oil on hardboard transferred from panel,Samuel H. Kress Collection,"overall: 54.7 x 47.5 cm (21 9/16 x 18 11/16 in.)
framed: 77.5 x 69.4 x 7.3 cm (30 1/2 x 27 5/16 x 2 7/8 in.)",West Building,G-039,1,West Ground Floor Gallery 39,S,https://api.nga.gov/iiif/7bd41f44-448a-4b1f-9723-831809aa0779,"https://api.nga.gov/iiif/7bd41f44-448a-4b1f-9723-831809aa0779/full/!200,200/0/default.jpg"
6652,142008,Four Seasons in One Head,Painting,33025,c. 1590,Giuseppe Arcimboldo,"Arcimboldo, Giuseppe","Italian, 1526 - 1593",Italian,Italian,1,artist,painter,,,,,,,oil on panel,Paul Mellon Fund,"overall: 60.4 x 44.7 cm (23 3/4 x 17 5/8 in.)
framed: 94 x 75 cm (37 x 29 1/2 in.)",West Building,G-039,1,West Ground Floor Gallery 39,S,https://api.nga.gov/iiif/03b2e1d9-9a69-4bfe-9e07-45d54c35c486,"https://api.nga.gov/iiif/03b2e1d9-9a69-4bfe-9e07-45d54c35c486/full/!200,200/0/default.jpg"
6652,41712,Bacchante,Sculpture,2832,19th century,French 19th Century,French 19th Century,,French,French,1,artist,sculptor,,,,,,,marble,Samuel H. Kress Collection,overall: 161.2 x 44.4 x 49 cm (63 7/16 x 17 1/2 x 19 5/16 in.),West Building,G-039,1,West Ground Floor Gallery 39,S,https://api.nga.gov/iiif/88afaff8-cffa-4994-9494-d36628689f7e,"https://api.nga.gov/iiif/88afaff8-cffa-4994-9494-d36628689f7e/full/!200,200/0/default.jpg"
8519,156640,"Lady Elizabeth Vernon, née Bingham",Sculpture,27548,"model 1816 and/or 1817/1818, carved c. 1821",Bertel Thorvaldsen,"Thorvaldsen, Bertel","Danish, 1770 - 1844",Danish,Danish,1,artist,artist,,,,,,,Carrara marble,Patrons' Permanent Fund,overall without base: 42.86 x 17.78 x 20.32 cm (16 7/8 x 7 x 8 in.),West Building,M-058,1,West Main Floor Gallery 58,S,https://api.nga.gov/iiif/44865b2d-bf07-4991-95b1-97df4d7dc6e1,"https://api.nga.gov/iiif/44865b2d-bf07-4991-95b1-97df4d7dc6e1/full/!200,200/0/default.jpg"
8519,129865,Joshua Commanding the Sun to Stand Still upon Gibeon,Painting,4829,1816,John Martin,"Martin, John","British, 1789 - 1854",British,British,1,artist,painter,,,,,,,oil on canvas,Paul Mellon Fund,overall: 150 x 231 cm (59 1/16 x 90 15/16 in.),West Building,M-058,1,West Main Floor Gallery 58,S,https://api.nga.gov/iiif/3dc78f93-b6c9-4dfd-a665-b7b1759e5f4c,"https://api.nga.gov/iiif/3dc78f93-b6c9-4dfd-a665-b7b1759e5f4c/full/!200,200/0/default.jpg"
8538,159651,Voyager,Painting,35534,1992,Kerry James Marshall,"Marshall, Kerry James","American, born 1955",American,American,1,artist,artist,,,,,,,acrylic and collage on canvas,Corcoran Collection (Gift of the Women’s Committee of the Corcoran Gallery of Art),"painted surface: 220.98 × 220.35 cm (87 × 86 3/4 in.)
overall: 233.36 × 219.71 cm (91 7/8 × 86 1/2 in.)",West Building,M-060-B,1,West Main Floor Gallery 60 B,N,https://api.nga.gov/iiif/d29f0e1c-b1e2-4bad-a63f-72ab236a647a,"https://api.nga.gov/iiif/d29f0e1c-b1e2-4bad-a63f-72ab236a647a/full/!200,200/0/default.jpg"
8538,154931,Great America,Painting,35534,1994,Kerry James Marshall,"Marshall, Kerry James","American, born 1955",American,American,1,artist,artist,,,,,,,acrylic and collage on canvas,Gift of the Collectors Committee,overall: 261.62 x 289.56 cm (103 x 114 in.),West Building,M-060-B,1,West Main Floor Gallery 60 B,N,https://api.nga.gov/iiif/b813b8d1-6b20-47b2-9c65-5913b6a29556,"https://api.nga.gov/iiif/b813b8d1-6b20-47b2-9c65-5913b6a29556/full/!200,200/0/default.jpg"
8539,161187,"Study for ""Great America""",Drawing,35534,c. 1994,Kerry James Marshall,"Marshall, Kerry James","American, born 1955",American,American,1,artist,artist,,,,,,,pen and black ink on graph paper,Gift of the Artist,sheet: 21.27 × 27.94 cm (8 3/8 × 11 in.),West Building,M-060-B,1,West Main Floor Gallery 60 B,S,https://api.nga.gov/iiif/1340679e-de78-478b-96df-92f1e42463a1,"https://api.nga.gov/iiif/1340679e-de78-478b-96df-92f1e42463a1/full/!200,200/0/default.jpg"
8539,161190,"Study for ""Great America"" (Under Water)",Drawing,35534,c. 1994,Kerry James Marshall,"Marshall, Kerry James","American, born 1955",American,American,1,artist,artist,,,,,,,pen and blue ink on coated paper,Gift of the Artist,sheet: 27.94 × 21.59 cm (11 × 8 1/2 in.),West Building,M-060-B,1,West Main Floor Gallery 60 B,S,https://api.nga.gov/iiif/aad45670-b4e8-49b2-be3e-09a26142c015,"https://api.nga.gov/iiif/aad45670-b4e8-49b2-be3e-09a26142c015/full/!200,200/0/default.jpg"
8539,46471,Watson and the Shark,Painting,1162,1778,John Singleton Copley,"Copley, John Singleton","American, 1738 - 1815",American,American,1,artist,painter,,,,,,,oil on canvas,Ferdinand Lammot Belin Fund,"overall: 182.1 x 229.7 cm (71 11/16 x 90 7/16 in.)
framed: 241.3 x 264.2 x 10.1 cm (95 x 104 x 4 in.)",West Building,M-060-B,1,West Main Floor Gallery 60 B,S,https://api.nga.gov/iiif/b38ce693-ba56-4953-9c2c-d8139fe4b059,"https://api.nga.gov/iiif/b38ce693-ba56-4953-9c2c-d8139fe4b059/full/!200,200/0/default.jpg"
8423,163184,The Concert,Painting,4378,1623,Gerrit van Honthorst,"Honthorst, Gerrit van","Dutch, 1592 - 1656",Dutch,Dutch,1,artist,artist,,,,,,,oil on canvas,Patrons' Permanent Fund and Florian Carr Fund,overall: 123.5 × 205 cm (48 5/8 × 80 11/16 in.),West Building,M-045,1,West Main Floor Gallery 45,S,https://api.nga.gov/iiif/c66840d0-00b2-47d1-a4de-d157ad5712c2,"https://api.nga.gov/iiif/c66840d0-00b2-47d1-a4de-d157ad5712c2/full/!200,200/0/default.jpg"
5644,164883,"Figures from a Retable of the Virgin and Child, with Saint Catherine of Alexandria, Saint Apollonia, Saint Margaret of Antioch, and (possibly) Saint Mary Kleophas",Sculpture,2095,c. 1440/1460,English 15th Century,English 15th Century,,English,English,1,artist,artist,,,,,,,"alabaster with traces of polychromy, in a modern tabernacle with four replaced canopies",Florian Carr Fund,"overall: 100 × 50 cm (39 3/8 × 19 11/16 in.)
part of object (Virgin and Child): 62 × 19 × 6 cm (24 7/16 × 7 1/2 × 2 3/8 in.)
part of object (female Saints): 25 × 7 × 3 cm (9 13/16 × 2 3/4 × 1 3/16 in.)",West Building,G-018,1,West Ground Floor Gallery 18,W,https://api.nga.gov/iiif/1146c109-a25a-46fc-b34c-fbda5e035759,"https://api.nga.gov/iiif/1146c109-a25a-46fc-b34c-fbda5e035759/full/!200,200/0/default.jpg"
8669,164915,The Riders,Painting,1219,c. 1885,Edgar Degas,"Degas, Edgar","French, 1834 - 1917",French,French,1,artist,artist,,,,,,,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,"overall: 73.03 × 90.81 cm (28 3/4 × 35 3/4 in.)
framed: 85.09 × 104.14 × 5.08 cm (33 1/2 × 41 × 2 in.)",West Building,M-083,1,West Main Floor Gallery 83,E,https://api.nga.gov/iiif/5044a30b-b86e-4c12-9178-7aedaadb36e6,"https://api.nga.gov/iiif/5044a30b-b86e-4c12-9178-7aedaadb36e6/full/!200,200/0/default.jpg"
8669,66416,The Race Track,Painting,1315,c. 1891,Jean-Louis Forain,"Forain, Jean-Louis","French, 1852 - 1931",French,French,1,artist,artist,,,,,,,gouache on canvas,Collection of Mr. and Mrs. Paul Mellon,"overall: 80.5 x 114.9 cm (31 11/16 x 45 1/4 in.)
framed: 97.8 x 134 x 6.9 cm (38 1/2 x 52 3/4 x 2 11/16 in.)",West Building,M-083,1,West Main Floor Gallery 83,E,https://api.nga.gov/iiif/bd5664bc-0ccf-4c93-99c7-188b75b2092d,"https://api.nga.gov/iiif/bd5664bc-0ccf-4c93-99c7-188b75b2092d/full/!200,200/0/default.jpg"
8669,50673,"The Entrance to the Tautira River, Tahiti. Fisherman Spearing a Fish",Painting,1446,c. 1895,John La Farge,"La Farge, John","American, 1835 - 1910",American,American,1,artist,artist,,,,,,,oil on canvas,Adolph Caspar Miller Fund,"overall: 136 x 152.4 cm (53 9/16 x 60 in.)
framed: 152.4 x 168.3 x 4.4 cm (60 x 66 1/4 x 1 3/4 in.)",West Building,M-083,1,West Main Floor Gallery 83,E,https://api.nga.gov/iiif/f5837410-bb35-4b5f-be93-c7a848d6834d,"https://api.nga.gov/iiif/f5837410-bb35-4b5f-be93-c7a848d6834d/full/!200,200/0/default.jpg"
3959,164936,The Watering Can (Emblems: The Garden),Painting,1448,1913,Roger de La Fresnaye,"La Fresnaye, Roger de","French, 1885 - 1925",French,French,1,artist,artist,,,,,,,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,overall: 88.9 × 200.66 cm (35 × 79 in.),East Building,EM-217-B,1,"East Bldg, Mezz Gal 217B (Pod 1)",W,https://api.nga.gov/iiif/42844276-54e1-4c5d-bf28-21c0bb625732,"https://api.nga.gov/iiif/42844276-54e1-4c5d-bf28-21c0bb625732/full/!200,200/0/default.jpg"
3959,171974,A Glass on a Table,Painting,1783,1913,Pablo Picasso,"Picasso, Pablo","Spanish, 1881 - 1973",Spanish,Spanish,1,artist,painter,,,,,,,oil on canvas,Corcoran Collection (Gift of Ingrid and Morton Leeds),"overall (oval): 19.05 × 24.13 cm (7 1/2 × 9 1/2 in.)
framed: 24.45 × 33.02 cm (9 5/8 × 13 in.)",East Building,EM-217-B,1,"East Bldg, Mezz Gal 217B (Pod 1)",W,https://api.nga.gov/iiif/26f22363-02e6-483e-99e0-032daa692747,"https://api.nga.gov/iiif/26f22363-02e6-483e-99e0-032daa692747/full/!200,200/0/default.jpg"
3959,61061,Woman with a Hat,Painting,1957,1905,Maurice de Vlaminck,"Vlaminck, Maurice de","French, 1876 - 1958",French,French,1,artist,artist,,,,,,,oil on canvas,"Donated by Lolo Sarnoff in memory of her parents, Mr. and Mrs. Robert von Hirsch","overall: 56.5 x 47.6 cm (22 1/4 x 18 3/4 in.)
framed: 74.9 x 66 cm (29 1/2 x 26 in.)",East Building,EM-217-B,1,"East Bldg, Mezz Gal 217B (Pod 1)",W,https://api.nga.gov/iiif/898afe77-163c-4811-8dfa-0b140751415c,"https://api.nga.gov/iiif/898afe77-163c-4811-8dfa-0b140751415c/full/!200,200/0/default.jpg"
8696,164952,Young Peasant Girls Resting in the Fields near Pontoise,Painting,1791,1882,Camille Pissarro,"Pissarro, Camille","French, born St. Thomas, Virgin Islands, 1830 - 1903",French,French,1,artist,artist,,,,,,,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,overall: 65.41 × 81.6 cm (25 3/4 × 32 1/8 in.),West Building,M-088,1,West Main Floor Gallery 88,S,https://api.nga.gov/iiif/f722edfb-50df-4e71-8e89-a2ad2a7f524d,"https://api.nga.gov/iiif/f722edfb-50df-4e71-8e89-a2ad2a7f524d/full/!200,200/0/default.jpg"
8696,89683,The Gardener - Old Peasant with Cabbage,Painting,1791,1883-1895,Camille Pissarro,"Pissarro, Camille","French, born St. Thomas, Virgin Islands, 1830 - 1903",French,French,1,artist,painter,,,,,,,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,"overall: 81.5 x 65 cm (32 1/16 x 25 9/16 in.)
framed: 106.7 x 90.5 x 9.5 cm (42 x 35 5/8 x 3 3/4 in.)",West Building,M-088,1,West Main Floor Gallery 88,S,https://api.nga.gov/iiif/6e323b85-74c2-4c6c-9ae2-ff74b3ad05a2,"https://api.nga.gov/iiif/6e323b85-74c2-4c6c-9ae2-ff74b3ad05a2/full/!200,200/0/default.jpg"
8587,166425,Sita and Sarita,Painting,22241,c. 1921,Cecilia Beaux,"Beaux, Cecilia","American, 1855 - 1942",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (Museum Purchase, William A. Clark Fund)","overall: 113.3 × 83.8 cm (44 5/8 × 33 in.)
framed: 134.9 × 103.5 × 8.3 cm (53 1/8 × 40 3/4 × 3 1/4 in.)",West Building,M-069,1,West Main Floor Gallery 69,W,https://api.nga.gov/iiif/c41c0a92-6587-45ff-bd9c-84fb1213d76c,"https://api.nga.gov/iiif/c41c0a92-6587-45ff-bd9c-84fb1213d76c/full/!200,200/0/default.jpg"
8587,166446,Singing a Pathetic Song,Painting,1260,1881,Thomas Eakins,"Eakins, Thomas","American, 1844 - 1916",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)","overall: 114.3 × 81.8 cm (45 × 32 3/16 in.)
framed: 132.7 × 100.3 × 8.3 cm (52 1/4 × 39 1/2 × 3 1/4 in.)",West Building,M-069,1,West Main Floor Gallery 69,W,https://api.nga.gov/iiif/7797b2c1-a444-44d6-ad8b-714f0403a7d9,"https://api.nga.gov/iiif/7797b2c1-a444-44d6-ad8b-714f0403a7d9/full/!200,200/0/default.jpg"
8587,166470,Margaret Stuyvesant Rutherfurd White (Mrs. Henry White),Painting,1858,1883,John Singer Sargent,"Sargent, John Singer","American, 1856 - 1925",American,American,1,artist,painter,,,,,,,oil on canvas,Corcoran Collection (Gift of John Campbell White),"overall: 225.1 × 143.8 cm (88 5/8 × 56 5/8 in.)
framed: 248.9 × 167.6 × 11.4 cm (98 × 66 × 4 1/2 in.)",West Building,M-069,1,West Main Floor Gallery 69,W,https://api.nga.gov/iiif/65f8a676-7e7a-4b1d-9e38-569fe9c8b29e,"https://api.nga.gov/iiif/65f8a676-7e7a-4b1d-9e38-569fe9c8b29e/full/!200,200/0/default.jpg"
8600,166432,A Pastoral Visit,Painting,38652,1881,Richard Norris Brooke,"Brooke, Richard Norris","American, 1847 - 1920",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)","overall: 119.38 × 167.16 cm (47 × 65 13/16 in.)
framed: 144.46 × 191.14 × 10.8 cm (56 7/8 × 75 1/4 × 4 1/4 in.)",West Building,M-071,1,West Main Floor Gallery 71,N,https://api.nga.gov/iiif/e5b06963-1e7c-43c7-8920-fe6761f8c24d,"https://api.nga.gov/iiif/e5b06963-1e7c-43c7-8920-fe6761f8c24d/full/!200,200/0/default.jpg"
8601,166436,Niagara,Painting,1138,1857,Frederic Edwin Church,"Church, Frederic Edwin","American, 1826 - 1900",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)","overall: 101.6 × 229.9 cm (40 × 90 1/2 in.)
framed: 164.5 × 286.4 × 17.8 cm (64 3/4 × 112 3/4 × 7 in.)",West Building,M-071,1,West Main Floor Gallery 71,S,https://api.nga.gov/iiif/4d6a4fa1-db74-4586-a753-9951bc5945a3,"https://api.nga.gov/iiif/4d6a4fa1-db74-4586-a753-9951bc5945a3/full/!200,200/0/default.jpg"
13142,166441,"Study for ""Swing Landscape""",Painting,3881,1937-1938,Stuart Davis,"Davis, Stuart","American, 1892 - 1964",American,American,1,artist,painter,,,,,,,oil on canvas,Corcoran Collection (Museum Purchase and exchange through a gift given in memory of Edith Gregor Halpert by the Halpert Foundation and the William A. Clark Fund),"overall: 55.9 × 73 cm (22 × 28 3/4 in.)
framed: 77.8 × 94.6 × 7 cm (30 5/8 × 37 1/4 × 2 3/4 in.)",East Building,EG-106-B,1,"East Bldg, Ground Gal 106B (Pod 1)",W,https://api.nga.gov/iiif/d0fccc7e-8629-41ab-9359-7aaa12cd9cce,"https://api.nga.gov/iiif/d0fccc7e-8629-41ab-9359-7aaa12cd9cce/full/!200,200/0/default.jpg"
13142,195681,Life on the East Side,Painting,2657,1931,Jerome Myers,"Myers, Jerome","American, 1867 - 1940",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)","overall: 76.2 × 101.6 cm (30 × 40 in.)
framed: 92.39 × 118.75 × 8.26 cm (36 3/8 × 46 3/4 × 3 1/4 in.)",East Building,EG-106-B,1,"East Bldg, Ground Gal 106B (Pod 1)",W,https://api.nga.gov/iiif/80fffb38-6661-4c39-9825-a87703fe86cd,"https://api.nga.gov/iiif/80fffb38-6661-4c39-9825-a87703fe86cd/full/!200,200/0/default.jpg"
13142,69392,New York,Painting,940,1911,George Bellows,"Bellows, George","American, 1882 - 1925",American,American,1,artist,painter,,,,,,,oil on canvas,Collection of Mr. and Mrs. Paul Mellon,"overall: 106.7 x 152.4 cm (42 x 60 in.)
framed: 134.6 x 181.8 x 10.1 cm (53 x 71 9/16 x 4 in.)",East Building,EG-106-B,1,"East Bldg, Ground Gal 106B (Pod 1)",W,https://api.nga.gov/iiif/6bea4e79-1320-4c0a-96b1-d5aa2f149dfe,"https://api.nga.gov/iiif/6bea4e79-1320-4c0a-96b1-d5aa2f149dfe/full/!200,200/0/default.jpg"
14775,178227,Red Triplet,Sculpture,42185,1974,Mimi Herbert,"Herbert, Mimi","American, born 1936",American,American,1,artist,sculptor,,,,,,,folded acrylic sheet,"Corcoran Collection (Museum Purchase with the aid of funds from the National Endowment for the Arts, the William A. Clark Fund, and Margaret M. Hitchcock)","overall without base: 32.39 × 97.16 × 101.6 cm (12 3/4 × 38 1/4 × 40 in.)
gross weight: 22.68 kg (50 lb.)",East Building,EU-405,1,"East Bldg, West Terrace",CENTER,https://api.nga.gov/iiif/6deab62f-bcf7-429c-b0be-2b23d5e4cc21,"https://api.nga.gov/iiif/6deab62f-bcf7-429c-b0be-2b23d5e4cc21/full/!200,200/0/default.jpg"
13139,176358,Quarry,Painting,7782,c. 1939/1940,Edward L. Loper,"Loper, Edward L.","American, 1916 - 2011",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (The Evans-Tibbs Collection, Gift of Thurlow Evans Tibbs, Jr.)","overall: 66.36 × 76.52 cm (26 1/8 × 30 1/8 in.)
framed: 80.65 × 91.12 × 5.72 cm (31 3/4 × 35 7/8 × 2 1/4 in.)",East Building,EG-106-B,1,"East Bldg, Ground Gal 106B (Pod 1)",N,https://api.nga.gov/iiif/bd6f3bcf-e11e-45ba-8267-f86cb2d01679,"https://api.nga.gov/iiif/bd6f3bcf-e11e-45ba-8267-f86cb2d01679/full/!200,200/0/default.jpg"
13139,178011,Smokehounds,Painting,2644,1934,Reginald Marsh,"Marsh, Reginald","American, born France, 1898 - 1954",American,American,1,artist,painter,,,,,,,egg tempera on hardboard,Corcoran Collection (Gift of Felicia Meyer Marsh),"overall: 90.81 × 75.41 cm (35 3/4 × 29 11/16 in.)
framed: 113.03 × 97.79 × 6.99 cm (44 1/2 × 38 1/2 × 2 3/4 in.)",East Building,EG-106-B,1,"East Bldg, Ground Gal 106B (Pod 1)",N,https://api.nga.gov/iiif/2c69a5f0-77ba-4d39-8dd6-6ddfee8b14a8,"https://api.nga.gov/iiif/2c69a5f0-77ba-4d39-8dd6-6ddfee8b14a8/full/!200,200/0/default.jpg"
13139,195516,Landscape,Painting,34277,1936,Hale Woodruff,"Woodruff, Hale","American, 1900 - 1980",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (The Evans-Tibbs Collection, Gift of Thurlow Evans Tibbs, Jr.)","overall: 76.5 × 91.5 cm (30 1/8 × 36 in.)
framed: 87.95 × 102.87 × 3.49 cm (34 5/8 × 40 1/2 × 1 3/8 in.)",East Building,EG-106-B,1,"East Bldg, Ground Gal 106B (Pod 1)",N,https://api.nga.gov/iiif/a32c157f-2e8e-47d8-a02e-1433d27f64ed,"https://api.nga.gov/iiif/a32c157f-2e8e-47d8-a02e-1433d27f64ed/full/!200,200/0/default.jpg"
6675,176864,Teapot,Decorative Art,5339,1782,Paul Revere,"Revere, Paul","American, 1735 - 1818",American,American,1,artist,artist,,,,,,,"silver, wood, and metal",Corcoran Collection (Gift of Mr. and Mrs. E.D.W. Spingarn),overall: 15.2 × 28.9 × 8.9 cm (6 × 11 3/8 × 3 1/2 in.),West Building,G-042-C,1,West Ground Floor Gallery 42C,W,https://api.nga.gov/iiif/4f98f309-245a-4bba-ad5a-916c029c1a62,"https://api.nga.gov/iiif/4f98f309-245a-4bba-ad5a-916c029c1a62/full/!200,200/0/default.jpg"
4491,177014,Amor Caritas,Sculpture,2262,"model 1880-1898, cast by 1905",Augustus Saint-Gaudens,"Saint-Gaudens, Augustus","American, born Ireland, 1848 - 1907",American,American,1,artist,sculptor,,,,,,,bronze,Corcoran Collection (Museum Purchase),overall: 102.24 × 45.72 × 12.07 cm (40 1/4 × 18 × 4 3/4 in.),West Building,G-007,1,West Ground Floor Gallery 7,E,https://api.nga.gov/iiif/02c36114-b78c-4753-83e1-8de8f42862e8,"https://api.nga.gov/iiif/02c36114-b78c-4753-83e1-8de8f42862e8/full/!200,200/0/default.jpg"
10105,177173,Guitar Player,Sculpture,1487,1918,Jacques Lipchitz,"Lipchitz, Jacques","French, 1891 - 1973",French,French,1,artist,sculptor,,,,,,,bronze,Corcoran Collection (Bequest of June Provines Carey),overall: 76.2 × 40.64 × 34.29 cm (30 × 16 × 13 1/2 in.),East Building,EM-217-B,1,"East Bldg, Mezz Gal 217B (Pod 1)",CENTER,https://api.nga.gov/iiif/1f0b65de-ab70-4a6b-916a-abb515117c8f,"https://api.nga.gov/iiif/1f0b65de-ab70-4a6b-916a-abb515117c8f/full/!200,200/0/default.jpg"
10105,123399,Head of a Woman (Fernande),Sculpture,1783,"model 1909, cast before 1932",Pablo Picasso,"Picasso, Pablo","Spanish, 1881 - 1973",Spanish,Spanish,1,artist,sculptor,,,,,,,bronze,Patrons' Permanent Fund and Gift of Mitchell P. Rales,overall: 41.2 x 20.5 x 25.5 cm (16 1/4 x 8 1/16 x 10 1/16 in.),East Building,EM-217-B,1,"East Bldg, Mezz Gal 217B (Pod 1)",CENTER,https://api.nga.gov/iiif/b2d43278-4581-4a2c-ae65-8089dc84cb2a,"https://api.nga.gov/iiif/b2d43278-4581-4a2c-ae65-8089dc84cb2a/full/!200,200/0/default.jpg"
10105,154548,Figure décorative,Sculpture,1706,1908,Henri Matisse,"Matisse, Henri","French, 1869 - 1954",French,French,1,artist,sculptor,,,,,,,bronze,Gift of Victoria and Roger Sant,"height: 73.03 cm (28 3/4 in.)
gross weight: 41.731 kg (92 lb.)",East Building,EM-217-B,1,"East Bldg, Mezz Gal 217B (Pod 1)",CENTER,https://api.nga.gov/iiif/11b9ed32-ce2d-4ae5-868b-dc802bf5f7fa,"https://api.nga.gov/iiif/11b9ed32-ce2d-4ae5-868b-dc802bf5f7fa/full/!200,200/0/default.jpg"
6664,177672,Sarah Shippen Lea (Mrs. Thomas Lea),Painting,1911,c. 1798,Gilbert Stuart,"Stuart, Gilbert","American, 1755 - 1828",American,American,1,artist,painter,,,,,,,oil on canvas,Corcoran Collection (Anonymous gift),"overall: 73.98 × 60.8 cm (29 1/8 × 23 15/16 in.)
framed: 91.44 × 77.79 × 7.62 cm (36 × 30 5/8 × 3 in.)",West Building,G-042-A,1,West Ground Floor Gallery 42A,S,https://api.nga.gov/iiif/1f4d6e19-1422-4d12-b831-71692396929b,"https://api.nga.gov/iiif/1f4d6e19-1422-4d12-b831-71692396929b/full/!200,200/0/default.jpg"
6664,195775,Edward Shippen,Painting,1911,1796,Gilbert Stuart,"Stuart, Gilbert","American, 1755 - 1828",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (Museum Purchase, Gallery Fund)","overall: 73.66 × 60.33 cm (29 × 23 3/4 in.)
framed: 101.6 × 87.95 × 4.29 cm (40 × 34 5/8 × 1 11/16 in.)",West Building,G-042-A,1,West Ground Floor Gallery 42A,S,https://api.nga.gov/iiif/a88ccdd7-8743-4b6a-8419-91c64c7ddf8d,"https://api.nga.gov/iiif/a88ccdd7-8743-4b6a-8419-91c64c7ddf8d/full/!200,200/0/default.jpg"
7907,178008,Peri at the Gates of Paradise,Sculpture,31681,"model 1854, carved by 1859",Thomas Crawford,"Crawford, Thomas","American, 1814 - 1857",American,American,1,artist,sculptor,,,,,,,marble,Corcoran Collection (Museum Purchase),"overall with base: 175.26 × 71.12 × 50.8 cm (69 × 28 × 20 in.)
base: 10.16 × 42.86 × 45.09 cm (4 × 16 7/8 × 17 3/4 in.)",West Building,G-132,1,Fourth St Escalator Lobby,W,https://api.nga.gov/iiif/7464a363-9167-4d49-b870-235f0a68bc8e,"https://api.nga.gov/iiif/7464a363-9167-4d49-b870-235f0a68bc8e/full/!200,200/0/default.jpg"
10399,178141,Washington before Yorktown,Painting,1775,"1824, reworked 1825",Rembrandt Peale,"Peale, Rembrandt","American, 1778 - 1860",American,American,1,artist,painter,,,,,,,oil on canvas,"Corcoran Collection (Gift of the Mount Vernon Ladies Association, Mount Vernon, Virginia)","overall: 349.25 × 306.07 cm (137 1/2 × 120 1/2 in.)
framed: 394.97 × 351.16 × 19.69 cm (155 1/2 × 138 1/4 × 7 3/4 in.)",West Building,M-100,1,West Stair Lobby,S,https://api.nga.gov/iiif/990b6b8d-118e-4302-83b9-9a6e184515e4,"https://api.nga.gov/iiif/990b6b8d-118e-4302-83b9-9a6e184515e4/full/!200,200/0/default.jpg"
13199,195519,Pansies in Washington,Painting,1926,1969,Alma Thomas,"Thomas, Alma","American, 1891 - 1978",American,American,1,artist,artist,,,,,,,acrylic on canvas,Corcoran Collection (Gift of Vincent Melzac),overall: 127 × 121.92 cm (50 × 48 in.),East Building,EU-407-C,1,"East Bldg, Upr Lvl Gal 407C (North Bridge)",N,https://api.nga.gov/iiif/86069e54-3d6b-4ff5-86b8-630c04eb46d6,"https://api.nga.gov/iiif/86069e54-3d6b-4ff5-86b8-630c04eb46d6/full/!200,200/0/default.jpg"
13199,195520,Billie's Ring Preliminary,Painting,38993,1965,Thomas Downing,"Downing, Thomas","American, 1928 - 1985",American,American,1,artist,painter,,,,,,,acrylic and Magna on canvas,Corcoran Collection (Gift of Mr. Donald Cohen),overall: 224.16 × 224.16 cm (88 1/4 × 88 1/4 in.),East Building,EU-407-C,1,"East Bldg, Upr Lvl Gal 407C (North Bridge)",N,https://api.nga.gov/iiif/787e3440-c668-4ff7-817f-98d68f760322,"https://api.nga.gov/iiif/787e3440-c668-4ff7-817f-98d68f760322/full/!200,200/0/default.jpg"
13199,56110,1-33,Painting,1496,1962,Morris Louis,"Louis, Morris","American, 1912 - 1962",American,American,1,artist,painter,,,,,,,acrylic on canvas,Gift of Mr. and Mrs. Burton Tremaine,"overall: 210.7 x 137.2 cm (82 15/16 x 54 in.)
framed: 214.6 x 141 cm (84 1/2 x 55 1/2 in.)",East Building,EU-407-C,1,"East Bldg, Upr Lvl Gal 407C (North Bridge)",N,https://api.nga.gov/iiif/44933ec4-6813-46eb-ab48-c20098469eaa,"https://api.nga.gov/iiif/44933ec4-6813-46eb-ab48-c20098469eaa/full/!200,200/0/default.jpg"
