locationid,objectid,title,TypesofArt,constituentid,displaydate,forwarddisplayname,preferreddisplayname,displaydate_x,nationality,visualbrowsernationality,displayorder,roletype,role,prefix,suffix,displaydate_y,beginyear,endyear,country,medium,creditline,dimensions,site,room,publicaccess,description,unitposition,iiifurl,iiifthumburl
9032,43894,The Triumph of Chastity,Sculpture,8295,15th century,Florentine 15th Century,Florentine 15th Century,,Italian,Italian,1,artist,artist,,,,,,,bronze//Light brown patina,Samuel H. Kress Collection,"overall (diameter): 3.11 cm (1 1/4 in.)
gross weight: 13.56 gr (0.03 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/2b73c8db-654f-4d00-a301-1f49dfa69cf3,"https://api.nga.gov/iiif/2b73c8db-654f-4d00-a301-1f49dfa69cf3/full/!200,200/0/default.jpg"
9032,43903,Martyrdom of Saint Sebastian,Sculpture,2096,,Gianfrancesco Enzola,"Enzola, Gianfrancesco","Parmese, active 1455/1478",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall: 5.1 x 8.62 cm (2 x 3 3/8 in.)
gross weight: 87.13 gr (0.192 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/061e5918-da13-4f9c-bf26-391679dde655,"https://api.nga.gov/iiif/061e5918-da13-4f9c-bf26-391679dde655/full/!200,200/0/default.jpg"
9032,43904,A Child on a Lion,Sculpture,2096,,Gianfrancesco Enzola,"Enzola, Gianfrancesco","Parmese, active 1455/1478",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall (diameter): 5.01 cm (2 in.)
gross weight: 39.78 gr (0.088 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/120d614d-4493-44fd-9c90-badb98d9570d,"https://api.nga.gov/iiif/120d614d-4493-44fd-9c90-badb98d9570d/full/!200,200/0/default.jpg"
9032,43906,A Horseman Attacked by Three Lions,Sculpture,2096,,Gianfrancesco Enzola,"Enzola, Gianfrancesco","Parmese, active 1455/1478",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall: 7.02 x 6.95 cm (2 3/4 x 2 3/4 in.)
gross weight: 118.84 gr (0.262 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/544c63b9-9ff5-4e47-901a-5f2b3b1db4a2,"https://api.nga.gov/iiif/544c63b9-9ff5-4e47-901a-5f2b3b1db4a2/full/!200,200/0/default.jpg"
9032,43907,The Virgin and Child with Two Angels,Sculpture,2096,,Gianfrancesco Enzola,"Enzola, Gianfrancesco","Parmese, active 1455/1478",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (pointed oval): 7.88 x 4.5 cm (3 1/8 x 1 3/4 in.)
gross weight: 77.84 gr (0.172 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/4e584b59-36e3-4dcd-a3c4-30af2bb7374f,"https://api.nga.gov/iiif/4e584b59-36e3-4dcd-a3c4-30af2bb7374f/full/!200,200/0/default.jpg"
9032,43909,Saint George and the Dragon,Sculpture,2096,,Gianfrancesco Enzola,"Enzola, Gianfrancesco","Parmese, active 1455/1478",Italian,Italian,1,artist,sculptor,Attributed to,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (oval): 4.86 x 5.76 cm (1 15/16 x 2 1/4 in.)
gross weight: 45.48 gr (0.1 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/4c6d9723-cc93-4682-a194-cc780dacbfd6,"https://api.nga.gov/iiif/4c6d9723-cc93-4682-a194-cc780dacbfd6/full/!200,200/0/default.jpg"
9032,43941,The Rape of Ganymede,Sculpture,2053,,Caradosso Foppa,"Foppa, Caradosso","Milanese, c. 1452 - 1526/1527",Italian,Italian,1,artist,artist,,,,,,,gilded bronze,Samuel H. Kress Collection,"overall (with palmette frame): 8.49 x 8.37 cm (3 5/16 x 3 5/16 in.)
center section: 5.08 x 5.02 cm (2 x 2 in.)
gross weight: 58.05 gr (0.128 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/7b594368-8efe-4cd2-aec9-c2b36073fe24,"https://api.nga.gov/iiif/7b594368-8efe-4cd2-aec9-c2b36073fe24/full/!200,200/0/default.jpg"
9032,43945,Marine Scene,Sculpture,2053,,Caradosso Foppa,"Foppa, Caradosso","Milanese, c. 1452 - 1526/1527",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall: 4.96 x 4.87 cm (1 15/16 x 1 15/16 in.)
gross weight: 40.4 gr (0.089 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/4909dd46-5759-4cf3-b986-4e6e4639e0df,"https://api.nga.gov/iiif/4909dd46-5759-4cf3-b986-4e6e4639e0df/full/!200,200/0/default.jpg"
9032,43948,A Triumph,Sculpture,2053,,Caradosso Foppa,"Foppa, Caradosso","Milanese, c. 1452 - 1526/1527",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (rectangle with triangular pediment): 5.38 × 2.96 cm (2 1/8 × 1 3/16 in.)
gross weight: 18.55 gr (0.041 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/c046b745-2281-4d51-8794-d1d015eb12ce,"https://api.nga.gov/iiif/c046b745-2281-4d51-8794-d1d015eb12ce/full/!200,200/0/default.jpg"
9032,43949,Part of a Sword Pommel (Centaur Supporting Medallion; Venus Flanked by Mars and Hercules),Sculpture,2053,,Caradosso Foppa,"Foppa, Caradosso","Milanese, c. 1452 - 1526/1527",Italian,Italian,1,artist,artist,,,,,,,bronze//Light brown patina,Samuel H. Kress Collection,"overall: 3.78 x 3.65 cm (1 1/2 x 1 7/16 in.)
gross weight: 33.52 gr (0.074 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/198bff65-6269-4d65-9fac-2a52a94cf484,"https://api.nga.gov/iiif/198bff65-6269-4d65-9fac-2a52a94cf484/full/!200,200/0/default.jpg"
9032,43953,The Sacrifice of Iphigenia,Sculpture,2186,fourth quarter 15th century,Master of the Orpheus Legend,Master of the Orpheus Legend,"Italian, active fourth quarter 15th century",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,overall (diameter): 5.8 cm (2 5/16 in.) gross weight: 33 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/2dd7445f-136d-44da-ba44-70fdb269554c,"https://api.nga.gov/iiif/2dd7445f-136d-44da-ba44-70fdb269554c/full/!200,200/0/default.jpg"
9032,43954,Achilles Taking Leave of Thetis and Chiron,Sculpture,8315,first quarter 16th century,Mantuan 16th Century,Mantuan 16th Century,,Italian,Italian,1,artist,sculptor,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,overall (diameter): 5.6 cm (2 3/16 in.) gross weight: 42 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/01316b2b-1569-4a0b-b4ed-e1c7062571b3,"https://api.nga.gov/iiif/01316b2b-1569-4a0b-b4ed-e1c7062571b3/full/!200,200/0/default.jpg"
9032,43955,Orpheus and Eurydice Before Pluto and Proserpine,Sculpture,2186,fourth quarter 15th century,Master of the Orpheus Legend,Master of the Orpheus Legend,"Italian, active fourth quarter 15th century",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,overall (diameter): 5.4 cm (2 1/8 in.) gross weight: 43 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/7fd0873b-9381-4b5f-928f-c0d98decdc7a,"https://api.nga.gov/iiif/7fd0873b-9381-4b5f-928f-c0d98decdc7a/full/!200,200/0/default.jpg"
9032,43956,Orpheus Playing to the Animals,Sculpture,2186,fourth quarter 15th century,Master of the Orpheus Legend,Master of the Orpheus Legend,"Italian, active fourth quarter 15th century",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,overall (diameter): 569 cm (224 in.) gross weight: 42 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/3b26a8e1-8ef4-4fd4-b7cc-85e67f20c268,"https://api.nga.gov/iiif/3b26a8e1-8ef4-4fd4-b7cc-85e67f20c268/full/!200,200/0/default.jpg"
9032,43958,Aeneas Descending to the Underworld,Sculpture,2186,fourth quarter 15th century,Master of the Orpheus Legend,Master of the Orpheus Legend,"Italian, active fourth quarter 15th century",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,overall (diameter): 5.8 cm (2 5/16 in.) gross weight: 45 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/4e17fa83-659d-4e9d-ac49-a55601083753,"https://api.nga.gov/iiif/4e17fa83-659d-4e9d-ac49-a55601083753/full/!200,200/0/default.jpg"
9032,43968,A Triumph,Sculpture,8315,first quarter 17th century,Mantuan 16th Century,Mantuan 16th Century,,Italian,Italian,1,artist,sculptor,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (diameter): 4.08 cm (1 5/8 in.)
gross weight: 24.52 gr (0.054 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/44d82aa6-f255-4fd8-b8a3-7ec93a7b398e,"https://api.nga.gov/iiif/44d82aa6-f255-4fd8-b8a3-7ec93a7b398e/full/!200,200/0/default.jpg"
9032,43996,The Battle of Cannae [obverse],Sculpture,2174,c. 1503,Master of Coriolanus,Master of Coriolanus,"Italian, active c. 1500",Italian,Italian,1,artist,artist,,,,,,,bronze//Yellowish patina,Samuel H. Kress Collection,"overall (diameter): 5.35 cm (2 1/8 in.)
gross weight: 46.19 gr (0.102 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/0e1d6fd0-7851-40cb-9426-49a54f9e5c07,"https://api.nga.gov/iiif/0e1d6fd0-7851-40cb-9426-49a54f9e5c07/full/!200,200/0/default.jpg"
9032,43997,Shield Supported by Hercules and Janus [reverse],Sculpture,2174,c. 1503,Master of Coriolanus,Master of Coriolanus,"Italian, active c. 1500",Italian,Italian,1,artist,artist,,,,,,,bronze//Yellowish patina,Samuel H. Kress Collection,"overall (diameter): 5.35 cm (2 1/8 in.)
gross weight: 46.19 gr (0.102 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/d7879209-8fee-40ae-b275-bfc6302613e8,"https://api.nga.gov/iiif/d7879209-8fee-40ae-b275-bfc6302613e8/full/!200,200/0/default.jpg"
9032,44014,The Adoration of the Magi,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina (rubbed on exposed surfaces),Samuel H. Kress Collection,"overall: 9.93 × 6.65 cm (3 15/16 × 2 5/8 in.)
gross weight: 138.53 gr (0.305 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/614fcbe8-c263-4ca8-a92f-b131b5338c12,"https://api.nga.gov/iiif/614fcbe8-c263-4ca8-a92f-b131b5338c12/full/!200,200/0/default.jpg"
9032,44019,The Entombment,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina (much rubbed),Samuel H. Kress Collection,"overall: 10.14 × 6.78 cm (4 × 2 11/16 in.)
gross weight: 141.15 gr (0.311 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/46374e4f-8d0a-4596-9dca-3e8193fa6e1f,"https://api.nga.gov/iiif/46374e4f-8d0a-4596-9dca-3e8193fa6e1f/full/!200,200/0/default.jpg"
9032,44020,The Entombment,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall: 10.62 × 6.93 cm (4 3/16 × 2 3/4 in.)
gross weight: 158.54 gr (0.35 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/896cf169-2a93-44ce-91fa-a498ad9653f2,"https://api.nga.gov/iiif/896cf169-2a93-44ce-91fa-a498ad9653f2/full/!200,200/0/default.jpg"
9032,44024,The Martyrdom of Saint Sebastian,Sculpture,13,,Anonymous Artist,Anonymous Artist,,Unknown,Other,1,artist,sculptor,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall: 13.12 × 9.2 cm (5 3/16 × 3 5/8 in.)
gross weight: 263.6 gr (0.581 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/5afbdd42-8ddc-4311-a6d0-e620d9a8c1a3,"https://api.nga.gov/iiif/5afbdd42-8ddc-4311-a6d0-e620d9a8c1a3/full/!200,200/0/default.jpg"
9032,44025,Saint Sebastian,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall: 7.77 × 5.69 cm (3 1/16 × 2 1/4 in.)
gross weight: 70.43 gr (0.155 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/043ce6cb-dab9-4f8c-9366-4066cea198c0,"https://api.nga.gov/iiif/043ce6cb-dab9-4f8c-9366-4066cea198c0/full/!200,200/0/default.jpg"
9032,44029,Augustus and the Tiburtine Sibyl,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (diameter): 5.7 cm (2 1/4 in.)
gross weight: 51.01 gr (0.112 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/e32a713d-4a51-46ee-9a70-23b955315d97,"https://api.nga.gov/iiif/e32a713d-4a51-46ee-9a70-23b955315d97/full/!200,200/0/default.jpg"
9032,44035,"Vulcan, Victory and Cupid",Sculpture,2200,,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (diameter): 3.19 cm (1 1/4 in.)
gross weight: 7.29 gr (0.016 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/0f0b24b6-78ef-463d-b6cc-addb644070e1,"https://api.nga.gov/iiif/0f0b24b6-78ef-463d-b6cc-addb644070e1/full/!200,200/0/default.jpg"
9032,44037,Death of Hippolytus,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall (diameter): 10.51 cm (4 1/8 in.)
gross weight: 230.32 gr (0.508 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/2268d4c9-1f65-46d6-a79a-769f75747e83,"https://api.nga.gov/iiif/2268d4c9-1f65-46d6-a79a-769f75747e83/full/!200,200/0/default.jpg"
9032,44044,Hercules and the Nemean Lion,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,sculptor,Attributed to,,,,,,bronze//Light brown patina,Samuel H. Kress Collection,"overall: 5.69 × 6.44 cm (2 1/4 × 2 9/16 in.)
gross weight: 76.02 gr (0.168 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/3417469d-1925-4b75-9f48-80f02fa9cdc9,"https://api.nga.gov/iiif/3417469d-1925-4b75-9f48-80f02fa9cdc9/full/!200,200/0/default.jpg"
9032,44045,Hercules and the Nemean Lion,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall: 9.25 × 4.22 cm (3 5/8 × 1 11/16 in.)
gross weight: 57.83 gr (0.127 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/216ddc86-6c5f-4eda-8dce-4a663d57070c,"https://api.nga.gov/iiif/216ddc86-6c5f-4eda-8dce-4a663d57070c/full/!200,200/0/default.jpg"
9032,44046,Nessus and Deianira,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Very dark brown patina,Samuel H. Kress Collection,"overall: 9.41 × 4.3 cm (3 11/16 × 1 11/16 in.)
gross weight: 58.26 gr (0.128 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/06bb0429-d997-4fd5-b9bc-874b15e6d263,"https://api.nga.gov/iiif/06bb0429-d997-4fd5-b9bc-874b15e6d263/full/!200,200/0/default.jpg"
9032,44048,Hercules and Antaeus,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Very dark patina,Samuel H. Kress Collection,"overall: 7.56 × 5.93 cm (3 × 2 5/16 in.)
gross weight: 60.96 gr (0.134 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/036b9c3c-d65e-429b-81ae-327a02329c0b,"https://api.nga.gov/iiif/036b9c3c-d65e-429b-81ae-327a02329c0b/full/!200,200/0/default.jpg"
9032,44050,Hercules and the Cattle of Geryon,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall: 7.16 × 5.44 cm (2 13/16 × 2 1/8 in.)
gross weight: 49.41 gr (0.109 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/f066621e-3ec9-4606-994d-fdf8106c5a7c,"https://api.nga.gov/iiif/f066621e-3ec9-4606-994d-fdf8106c5a7c/full/!200,200/0/default.jpg"
9032,44058,The Death of Orpheus,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,sculptor,Attributed to,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (diameter): 6.1 cm (2 3/8 in.)
gross weight: 60.95 gr (0.134 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/67a42f0e-3bee-4037-a2c0-9e50fcd8dda3,"https://api.nga.gov/iiif/67a42f0e-3bee-4037-a2c0-9e50fcd8dda3/full/!200,200/0/default.jpg"
9032,44059,A Sculptor Carving a Statue of Cupid,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,Attributed to,,,,,,bronze//Dark brown patina(laquer on body of child rubbed),Samuel H. Kress Collection,"overall (diameter): 4.73 cm (1 7/8 in.)
gross weight: 39.7 gr (0.088 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/10d94668-6ce1-4f57-80d6-41c5f8b07a8d,"https://api.nga.gov/iiif/10d94668-6ce1-4f57-80d6-41c5f8b07a8d/full/!200,200/0/default.jpg"
9032,44067,Ornamental Frieze,Sculpture,2200,,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall: 2.41 × 5.48 cm (15/16 × 2 3/16 in.)
gross weight: 25.65 gr (0.057 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/c350892a-b9ca-4cf8-aa69-8237e9f111c5,"https://api.nga.gov/iiif/c350892a-b9ca-4cf8-aa69-8237e9f111c5/full/!200,200/0/default.jpg"
9032,44090,The Entombment,Sculpture,2200,late 15th - early 16th century,Moderno,Moderno,"Veronese, 1467 - 1528",Italian,Italian,1,artist,sculptor,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,"overall: 3.74 × 2.85 cm (1 1/2 × 1 1/8 in.)
gross weight: 18.43 gr (0.041 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/b4d6af28-531d-4542-908c-6478f4cf328a,"https://api.nga.gov/iiif/b4d6af28-531d-4542-908c-6478f4cf328a/full/!200,200/0/default.jpg"
9032,44162,An Allegory of Faith: Lions Devouring a Nude Youth [obverse],Sculpture,2180,,Master IO.F.F.,Master IO.F.F.,"Bolognese, active 1468/1484",Italian,Italian,1,artist,sculptor,Attributed to,,,,,,bronze//Yellow-brown patina,Samuel H. Kress Collection,"overall (diameter): 6 cm (2 3/8 in.)
gross weight: 57.7 gr (0.127 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/d61274ab-4d85-4f60-84f0-b303865d6671,"https://api.nga.gov/iiif/d61274ab-4d85-4f60-84f0-b303865d6671/full/!200,200/0/default.jpg"
9032,44163,Frieze of Tritons and Nereids [reverse],Sculpture,2180,,Master IO.F.F.,Master IO.F.F.,"Bolognese, active 1468/1484",Italian,Italian,1,artist,artist,Attributed to,,,,,,bronze//Yellow-brown patina,Samuel H. Kress Collection,"overall (diameter): 6 cm (2 3/8 in.)
gross weight: 57.5 gr (0.127 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/8a881e40-44a6-4ca1-bc22-0dde20c2bc06,"https://api.nga.gov/iiif/8a881e40-44a6-4ca1-bc22-0dde20c2bc06/full/!200,200/0/default.jpg"
9032,44191,Ariadne at Naxos,Sculpture,2180,second half 15th century,Master IO.F.F.,Master IO.F.F.,"Bolognese, active 1468/1484",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina (slightly rubbed),Samuel H. Kress Collection,"overall (diameter): 5.72 cm (2 1/4 in.)
gross weight: 55.3 gr (0.122 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/b3e43d4f-1d8c-45a2-a92c-874eb17d82fd,"https://api.nga.gov/iiif/b3e43d4f-1d8c-45a2-a92c-874eb17d82fd/full/!200,200/0/default.jpg"
9032,44192,Two Hunters,Sculpture,2180,second half 15th century,Master IO.F.F.,Master IO.F.F.,"Bolognese, active 1468/1484",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (diameter): 3.29 cm (1 5/16 in.)
gross weight: 12.74 gr (0.028 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/326c0c7b-8441-4d4e-98f1-527b180fd925,"https://api.nga.gov/iiif/326c0c7b-8441-4d4e-98f1-527b180fd925/full/!200,200/0/default.jpg"
9032,44199,Mucius Scaevola,Sculpture,2180,second half 15th century,Master IO.F.F.,Master IO.F.F.,"Bolognese, active 1468/1484",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (shield-shaped): 6.12 × 5.9 cm (2 7/16 × 2 5/16 in.)
gross weight: 37.29 gr (0.082 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/59264288-0981-4363-9ab3-e9a15a21a570,"https://api.nga.gov/iiif/59264288-0981-4363-9ab3-e9a15a21a570/full/!200,200/0/default.jpg"
9032,44201,Allegory of Union (?),Sculpture,2180,second half 15th century,Master IO.F.F.,Master IO.F.F.,"Bolognese, active 1468/1484",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina,Samuel H. Kress Collection,"overall (shield-shaped): 6.27 × 6 cm (2 7/16 × 2 3/8 in.)
gross weight: 47.65 gr (0.105 lb.)",West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/62e1a53d-b0c0-4fc4-8e04-e50e2a0d0093,"https://api.nga.gov/iiif/62e1a53d-b0c0-4fc4-8e04-e50e2a0d0093/full/!200,200/0/default.jpg"
9032,44206,Jesus Among the Doctors,Sculpture,2019,1537 or after,Valerio Belli,"Belli, Valerio","Italian, 1468 - 1546",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina (slightly rubbed),Samuel H. Kress Collection,overall: 6.1 x 9.9 cm (2 3/8 x 3 7/8 in.) gross weight: 155 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/99561cdc-afc7-421c-afc9-1dd6a4b95c85,"https://api.nga.gov/iiif/99561cdc-afc7-421c-afc9-1dd6a4b95c85/full/!200,200/0/default.jpg"
9032,44207,The Betrayal of Christ,Sculpture,2019,1525 or after,Valerio Belli,"Belli, Valerio","Italian, 1468 - 1546",Italian,Italian,1,artist,artist,,,,,,,bronze//Very dark patina,Samuel H. Kress Collection,overall (oval): 8.2 x 9.7 cm (3 1/4 x 3 13/16 in.) gross weight: 136 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/beac3a1b-abde-4ff4-ba38-257361b0b3c0,"https://api.nga.gov/iiif/beac3a1b-abde-4ff4-ba38-257361b0b3c0/full/!200,200/0/default.jpg"
9032,44211,The Entombment,Sculpture,2019,,Valerio Belli,"Belli, Valerio","Italian, 1468 - 1546",Italian,Italian,1,artist,artist,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,overall (trapezoidal): 6.2 x 9.8 cm (2 7/16 x 3 7/8 in.) gross weight: 117 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/155e33d1-8aec-4b2c-9319-d26f5fddba84,"https://api.nga.gov/iiif/155e33d1-8aec-4b2c-9319-d26f5fddba84/full/!200,200/0/default.jpg"
9032,44214,Noli Me Tangere,Sculpture,2019,,Valerio Belli,"Belli, Valerio","Italian, 1468 - 1546",Italian,Italian,1,artist,artist,,,,,,,bronze//Medium brown patina (rubbed on figures),Samuel H. Kress Collection,overall (oval): 4 x 5.4 cm (1 9/16 x 2 1/8 in.) gross weight: 30 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/759a5974-4fee-4e53-9333-07b3ba548f25,"https://api.nga.gov/iiif/759a5974-4fee-4e53-9333-07b3ba548f25/full/!200,200/0/default.jpg"
9032,44216,Christ Appearing to the Apostles,Sculpture,8310,mid 16th century,Italian 16th Century,Italian 16th Century,,Italian,Italian,1,artist,sculptor,,,,,,,bronze//Dark brown patina,Samuel H. Kress Collection,overall (arched top): 10.6 x 6.5 cm (4 3/16 x 2 9/16 in.) gross weight: 119 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/73130334-2708-4701-8a48-c002ab6762ce,"https://api.nga.gov/iiif/73130334-2708-4701-8a48-c002ab6762ce/full/!200,200/0/default.jpg"
9032,44224,Hercules and Antaeus,Sculpture,8311,mid 16th century,Florentine 16th Century,Florentine 16th Century,,Italian,Italian,1,artist,sculptor,Probably,,,,,,bronze//Light brown patina,Samuel H. Kress Collection,overall (oval): 4.4 x 3.3 cm (1 3/4 x 1 5/16 in.) gross weight: 24 gr,West Building,G-016,1,West Ground Floor Gallery 16,N,https://api.nga.gov/iiif/2865aaf6-90e7-4348-bf65-d940e794d729,"https://api.nga.gov/iiif/2865aaf6-90e7-4348-bf65-d940e794d729/full/!200,200/0/default.jpg"
